,loss,accuracy,val_loss,val_accuracy
0,2.397789716720581,0.415149062871933,1.121619701385498,0.6912953853607178
1,1.6705811023712158,0.549514889717102,0.9505779147148132,0.7210839986801147
2,1.4972282648086548,0.5851219296455383,0.8651699423789978,0.7428942918777466
3,1.401169776916504,0.6066639423370361,0.8125575184822083,0.759371280670166
4,1.3428107500076294,0.619357705116272,0.7672022581100464,0.7665040493011475
5,1.2958290576934814,0.6290596127510071,0.7281581163406372,0.7738319635391235
6,1.2604280710220337,0.6383631229400635,0.7174201607704163,0.7779078483581543
7,1.234679937362671,0.6432439088821411,0.6865277886390686,0.7845636606216431
8,1.2154169082641602,0.6481463313102722,0.672203779220581,0.788010835647583
9,1.196218490600586,0.652682900428772,0.6831390261650085,0.7888780236244202
10,1.1802380084991455,0.655631422996521,0.6323441863059998,0.7979620695114136
11,1.1707441806793213,0.6593306064605713,0.6370834112167358,0.797701895236969
12,1.1574598550796509,0.6611354947090149,0.6231909394264221,0.8031870126724243
13,1.1514012813568115,0.6631599068641663,0.6153129935264587,0.8049430847167969
14,1.148034691810608,0.6641680002212524,0.6150893568992615,0.8033387660980225
15,1.1392933130264282,0.6657940149307251,0.6003790497779846,0.8093008399009705
16,1.133845329284668,0.6680487990379333,0.5930216312408447,0.8072195053100586
17,1.1328260898590088,0.668590784072876,0.6010863780975342,0.8094308972358704
18,1.1267633438110352,0.6680081486701965,0.5998938679695129,0.8063740134239197
19,1.1906685829162598,0.6585528254508972,0.6137407422065735,0.805810272693634
