,loss,accuracy,val_loss,val_accuracy
0,2.6076695919036865,0.37249091267585754,1.2725367546081543,0.6477181315422058
1,1.842089295387268,0.5092125535011292,1.1264393329620361,0.6842926740646362
2,1.6535073518753052,0.549190878868103,1.0363272428512573,0.7031978368759155
3,1.5389039516448975,0.5749438405036926,0.9844319820404053,0.7148834466934204
4,1.4656811952590942,0.5910987257957458,0.9731245636940002,0.7153387665748596
5,1.4134224653244019,0.6016910672187805,0.9343010783195496,0.7257235646247864
6,1.374513864517212,0.6097158193588257,0.9338085055351257,0.7285203337669373
7,1.3415764570236206,0.618496298789978,0.9158915281295776,0.7300379276275635
8,1.3144208192825317,0.6256600618362427,0.9109665751457214,0.7331382036209106
9,1.2910698652267456,0.6301726698875427,0.9092486500740051,0.7318590879440308
10,1.2680046558380127,0.6347905397415161,0.9061422944068909,0.731945812702179
11,1.254647970199585,0.6377080678939819,0.8897312879562378,0.7365636825561523
12,1.2361935377120972,0.6421989798545837,0.9019666314125061,0.7331165075302124
13,1.2268728017807007,0.644075870513916,0.8900362253189087,0.738189697265625
14,1.2201493978500366,0.646175742149353,0.893010675907135,0.7353929281234741
15,1.203845739364624,0.6492512822151184,0.8911588191986084,0.7397506833076477
16,1.196864128112793,0.651053786277771,0.8886551260948181,0.7379512190818787
17,1.1946617364883423,0.6517258882522583,0.891072154045105,0.7404444217681885
18,1.2068026065826416,0.6494711637496948,0.9256049990653992,0.7307750582695007
19,1.214825987815857,0.6475323438644409,0.8949676752090454,0.7395339012145996
20,1.1863926649093628,0.6541293263435364,0.9125077724456787,0.7297344207763672
