,loss,accuracy,val_loss,val_accuracy
0,2.6624393463134766,0.43562617897987366,1.7973048686981201,0.5680956840515137
1,1.4781028032302856,0.6336701512336731,1.3908212184906006,0.6469648480415344
2,1.1922208070755005,0.6894806027412415,1.322548270225525,0.6664685606956482
3,1.0333483219146729,0.7226195335388184,1.1194456815719604,0.7081506848335266
4,0.9214400053024292,0.7441486716270447,1.0926433801651,0.704658567905426
5,0.8358931541442871,0.7619255781173706,1.0168473720550537,0.724385142326355
6,0.7643467783927917,0.7781977653503418,1.0240371227264404,0.7267627716064453
7,0.7038885354995728,0.7919344902038574,1.0354431867599487,0.7230477929115295
8,0.6551640033721924,0.801082968711853,0.9817869663238525,0.7455234527587891
9,0.6056069731712341,0.8131014108657837,0.9787984490394592,0.7442975044250488
10,0.5636736750602722,0.8225006461143494,0.9956054091453552,0.740693986415863
11,0.521745502948761,0.8345562219619751,1.0297601222991943,0.7277286648750305
12,0.484772264957428,0.8441691398620605,0.9853302240371704,0.7460435628890991
