,loss,accuracy,val_loss,val_accuracy
0,0.778676450252533,0.7894453406333923,0.5040605068206787,0.8683409094810486
1,0.49017733335494995,0.8557974696159363,0.26719799637794495,0.9265918731689453
2,0.29516148567199707,0.9074005484580994,0.16304205358028412,0.9509621858596802
3,0.1812043935060501,0.9408459067344666,0.11141839623451233,0.9644104242324829
4,0.12232429534196854,0.9585299491882324,0.0736963227391243,0.9770413637161255
5,0.08835025131702423,0.9691923260688782,0.06467972695827484,0.9781558513641357
6,0.06792270392179489,0.9760838747024536,0.04378034546971321,0.9858830571174622
7,0.056059956550598145,0.9801612496376038,0.037754446268081665,0.9865517616271973
8,0.04570610821247101,0.983254075050354,0.032011479139328,0.9879634380340576
9,0.039185911417007446,0.9859289526939392,0.02942386269569397,0.9892265200614929
10,0.033690329641103745,0.9876564741134644,0.02468017302453518,0.9919756054878235
11,0.030260451138019562,0.9889568090438843,0.01982027292251587,0.9927929043769836
12,0.026033656671643257,0.9906193017959595,0.018444731831550598,0.9939074516296387
13,0.02380898781120777,0.9914458990097046,0.018724091351032257,0.9933130145072937
14,0.021136604249477386,0.9924489855766296,0.015915755182504654,0.9945018291473389
15,0.019815342500805855,0.9930434226989746,0.013703273609280586,0.994799017906189
16,0.01788444072008133,0.9937028884887695,0.015213207341730595,0.9950219392776489
17,0.01687702164053917,0.9937771558761597,0.01102162804454565,0.9957649111747742
18,0.015863077715039253,0.9945294857025146,0.01197013445198536,0.9958392381668091
19,0.014752468094229698,0.9947988390922546,0.013095374219119549,0.9955419898033142
