,loss,accuracy,val_loss,val_accuracy
0,2.8271677494049072,0.3433578610420227,1.3611258268356323,0.640505850315094
1,1.8574637174606323,0.5072706341743469,1.1563432216644287,0.6868292689323425
2,1.6453520059585571,0.5515344142913818,1.0645426511764526,0.6996206045150757
3,1.5174412727355957,0.5789495706558228,1.021254539489746,0.7081843018531799
4,1.430677056312561,0.5965930819511414,0.9947254657745361,0.7151942253112793
5,1.370556354522705,0.6093121767044067,0.9657618403434753,0.7224209308624268
6,1.315521240234375,0.6216647028923035,0.942244827747345,0.7273351550102234
7,1.2762489318847656,0.6312608122825623,0.9302768707275391,0.7302619814872742
8,1.2403298616409302,0.6369596123695374,0.9227395057678223,0.7368382811546326
9,1.2105604410171509,0.6454355120658875,0.9259691834449768,0.7344173192977905
10,1.183016061782837,0.6515370011329651,0.9160734415054321,0.7378138899803162
11,1.1680306196212769,0.6541695594787598,0.9104053974151611,0.7360433340072632
12,1.1479192972183228,0.6584540009498596,0.9064056277275085,0.7382113933563232
13,1.1315767765045166,0.6621447801589966,0.9046465158462524,0.7411743402481079
14,1.115472674369812,0.6657685041427612,0.9015453457832336,0.7417163252830505
15,1.1007941961288452,0.6699032187461853,0.9097416996955872,0.7398735284805298
16,1.0848474502563477,0.6720196008682251,0.9093343615531921,0.7433423399925232
17,1.0722161531448364,0.6757104396820068,0.9019671678543091,0.7423667311668396
18,1.059483289718628,0.6787508130073547,0.9060771465301514,0.7446431517601013
19,1.0457099676132202,0.6829784512519836,0.9128866791725159,0.741571843624115
